year,original_votes,interpolated_votes,diff
2016,7664.0,7664.0,0.0
2018,7059.0,7059.0,0.0
2020,9018.0,9018.0,0.0
2022,6177.0,6177.0,0.0
2024,9350.0,9350.0,0.0
