year,original_votes,interpolated_votes,diff
2016,8169.0,8169.0,0.0
2018,7045.0,7045.0,0.0
2020,8979.0,8979.0,0.0
2022,6351.0,6351.0,0.0
2024,8490.0,8490.0,0.0
