year,original_votes,interpolated_votes,diff
2016,10276.0,10276.0,0.0
2018,10108.0,10108.0,0.0
2020,12388.0,12388.0,0.0
2022,9407.0,9407.0,0.0
2024,11550.0,11550.0,0.0
