year,original_votes,interpolated_votes,diff
2016,56665.0,56665.0,0.0
2018,51768.0,51768.0,0.0
2020,70858.0,70858.0,0.0
2022,45630.0,45630.0,0.0
2024,70935.0,70935.0,0.0
