year,original_votes,interpolated_votes,diff
2016,121110.0,121110.0,0.0
2018,112982.0,112982.0,0.0
2020,152808.0,152805.0,3.0
2022,110255.0,110255.0,0.0
2024,156698.0,156698.0,0.0
