year,original_votes,interpolated_votes,diff
2016,1662.0,1662.0,0.0
2018,1548.0,1548.0,0.0
2020,1949.0,1949.0,0.0
2022,1556.0,1556.0,0.0
2024,1907.0,1907.0,0.0
