year,original_votes,interpolated_votes,diff
2016,680296.0,680296.0,0.0
2018,697493.0,697493.0,0.0
2020,913461.0,913461.0,0.0
2022,608671.0,608671.0,0.0
2024,810142.0,810142.0,0.0
