year,original_votes,interpolated_votes,diff
2016,8255.0,8255.0,0.0
2018,7544.0,7544.0,0.0
2020,9842.0,9842.0,0.0
2022,7465.0,7465.0,0.0
2024,9725.0,9725.0,0.0
