year,original_votes,interpolated_votes,diff
2016,4537.0,4534.0,3.0
2018,3932.0,3932.0,0.0
2020,5382.0,5382.0,0.0
2022,4115.0,4115.0,0.0
2024,4927.0,4927.0,0.0
