year,original_votes,interpolated_votes,diff
2016,1265.0,1265.0,0.0
2018,1066.0,1066.0,0.0
2020,1321.0,1321.0,0.0
2022,974.0,974.0,0.0
2024,1163.0,1163.0,0.0
