year,original_votes,interpolated_votes,diff
2016,10333.0,10333.0,0.0
2018,9542.0,9542.0,0.0
2020,15949.0,15949.0,0.0
2022,10205.0,10205.0,0.0
2024,14640.0,14640.0,0.0
