year,original_votes,interpolated_votes,diff
2016,22116.0,22109.0,7.0
2018,21167.0,21167.0,0.0
2020,26058.0,26058.0,0.0
2022,18599.0,18599.0,0.0
2024,24683.0,24683.0,0.0
