year,original_votes,interpolated_votes,diff
2016,1444.0,1444.0,0.0
2018,1407.0,1407.0,0.0
2020,1888.0,1888.0,0.0
2022,1218.0,1218.0,0.0
2024,1807.0,1807.0,0.0
