year,original_votes,interpolated_votes,diff
2016,1246869.0,1246867.0,2.0
2018,1190619.0,1187417.0,3202.0
2020,1613153.0,1613152.0,1.0
2022,1096044.0,1096043.0,1.0
2024,1503218.0,1503218.0,0.0
