year,original_votes,interpolated_votes,diff
2016,11903.0,11903.0,0.0
2018,11822.0,11822.0,0.0
2020,15380.0,15375.0,5.0
2022,12239.0,12239.0,0.0
2024,16408.0,16408.0,0.0
