year,original_votes,interpolated_votes,diff
2016,1486.0,1486.0,0.0
2018,1474.0,1474.0,0.0
2020,1806.0,1806.0,0.0
2022,1350.0,1350.0,0.0
2024,1723.0,1723.0,0.0
