year,original_votes,interpolated_votes,diff
2016,4268.0,4268.0,0.0
2018,4026.0,4026.0,0.0
2020,5286.0,5286.0,0.0
2022,3683.0,3683.0,0.0
2024,4805.0,4805.0,0.0
