year,original_votes,interpolated_votes,diff
2016,3500.0,3500.0,0.0
2018,2978.0,2978.0,0.0
2020,3875.0,3875.0,0.0
2022,3270.0,3270.0,0.0
2024,3851.0,3851.0,0.0
