year,original_votes,interpolated_votes,diff
2016,4769.0,4769.0,0.0
2018,4279.0,4279.0,0.0
2020,5679.0,5679.0,0.0
2022,4450.0,4450.0,0.0
2024,5186.0,5186.0,0.0
