year,original_votes,interpolated_votes,diff
2016,14645.0,14645.0,0.0
2018,13380.0,13380.0,0.0
2020,17231.0,17231.0,0.0
2022,13832.0,13832.0,0.0
2024,17916.0,17916.0,0.0
