year,original_votes,interpolated_votes,diff
2016,3532.0,3532.0,0.0
2018,3231.0,3231.0,0.0
2020,4311.0,4311.0,0.0
2022,2906.0,2906.0,0.0
2024,3691.0,3691.0,0.0
