year,original_votes,interpolated_votes,diff
2016,459722.0,459722.0,0.0
2018,477644.0,477643.0,1.0
2020,593110.0,593110.0,0.0
2022,452964.0,452964.0,0.0
2024,559719.0,559719.0,0.0
