year,original_votes,interpolated_votes,diff
2016,1923.0,1923.0,0.0
2018,1881.0,1881.0,0.0
2020,2315.0,2315.0,0.0
2022,1602.0,1602.0,0.0
2024,2115.0,2115.0,0.0
