year,new_district_id,candidate,party,estimated_votes
2016,19,Arrington,REPUBLICAN,72109.0
2016,19,Bonar,LIBERTARIAN,8649.0
2016,19,Lawson,OTHER,5284.0
2018,19,ARRINGTON,REPUBLICAN,62195.0
2018,19,LEVARIO,DEMOCRAT,28293.0
2020,19,ARRINGTON,REPUBLICAN,80707.0
2020,19,BURNES,LIBERTARIAN,3360.0
2020,19,WATSON,DEMOCRAT,33956.0
2022,19,ARRINGTON,REPUBLICAN,59864.0
2022,19,LEWIS,OTHER,21367.0
2024,19,ARRINGTON,REPUBLICAN,87899.0
2024,19,JOHNSON,LIBERTARIAN,12887.0
2024,19,LEWIS,OTHER,16021.0
