year,original_votes,interpolated_votes,diff
2016,4642.0,4642.0,0.0
2018,4039.0,4039.0,0.0
2020,5455.0,5455.0,0.0
2022,3565.0,3565.0,0.0
2024,4460.0,4460.0,0.0
