year,original_votes,interpolated_votes,diff
2016,14896.0,14896.0,0.0
2018,15121.0,15121.0,0.0
2020,21222.0,21222.0,0.0
2022,15649.0,15649.0,0.0
2024,24631.0,24631.0,0.0
