year,original_votes,interpolated_votes,diff
2016,2088.0,2088.0,0.0
2018,1897.0,1897.0,0.0
2020,2594.0,2594.0,0.0
2022,1584.0,1584.0,0.0
2024,2252.0,2252.0,0.0
