year,original_votes,interpolated_votes,diff
2016,11832.0,11832.0,0.0
2018,9639.0,9639.0,0.0
2020,13280.0,13280.0,0.0
2022,9287.0,9287.0,0.0
2024,12713.0,12713.0,0.0
