year,new_district_id,candidate,party,estimated_votes
2016,19,Arrington,REPUBLICAN,1646.0
2016,19,Bonar,LIBERTARIAN,108.0
2016,19,Lawson,OTHER,50.0
2018,19,ARRINGTON,REPUBLICAN,1393.0
2018,19,LEVARIO,DEMOCRAT,295.0
2020,19,ARRINGTON,REPUBLICAN,1906.0
2020,19,BURNES,LIBERTARIAN,0.0
2020,19,WATSON,DEMOCRAT,364.0
2022,19,ARRINGTON,REPUBLICAN,1523.0
2022,19,LEWIS,OTHER,167.0
2024,19,ARRINGTON,REPUBLICAN,2180.0
2024,19,JOHNSON,LIBERTARIAN,131.0
2024,19,LEWIS,OTHER,134.0
