year,new_district_id,candidate,party,estimated_votes
2016,19,Arrington,REPUBLICAN,7005.0
2016,19,Bonar,LIBERTARIAN,532.0
2016,19,Lawson,OTHER,277.0
2018,19,ARRINGTON,REPUBLICAN,5654.0
2018,19,LEVARIO,DEMOCRAT,1725.0
2020,19,ARRINGTON,REPUBLICAN,7306.0
2020,19,BURNES,LIBERTARIAN,183.0
2020,19,WATSON,DEMOCRAT,1898.0
2022,19,ARRINGTON,REPUBLICAN,5225.0
2022,19,LEWIS,OTHER,979.0
2024,19,ARRINGTON,REPUBLICAN,7438.0
2024,19,JOHNSON,LIBERTARIAN,705.0
2024,19,LEWIS,OTHER,788.0
