year,original_votes,interpolated_votes,diff
2016,3633.0,3633.0,0.0
2018,3758.0,3758.0,0.0
2020,4538.0,4538.0,0.0
2022,2934.0,2934.0,0.0
2024,3545.0,3545.0,0.0
