year,original_votes,interpolated_votes,diff
2016,4818.0,4818.0,0.0
2018,4338.0,4338.0,0.0
2020,5804.0,5804.0,0.0
2022,4044.0,4044.0,0.0
2024,5442.0,5442.0,0.0
