year,original_votes,interpolated_votes,diff
2016,28024.0,28024.0,0.0
2018,28034.0,28034.0,0.0
2020,37368.0,37355.0,13.0
2022,30091.0,30091.0,0.0
2024,45417.0,45417.0,0.0
