year,original_votes,interpolated_votes,diff
2016,62835.0,62835.0,0.0
2018,59742.0,59742.0,0.0
2020,84137.0,84137.0,0.0
2022,49949.0,49949.0,0.0
2024,95403.0,95403.0,0.0
