year,new_district_id,candidate,party,estimated_votes
2016,13,DeWeese,LIBERTARIAN,2293.0
2016,13,Thornberry,REPUBLICAN,21576.0
2016,13,Tomlinson,OTHER,1203.0
2018,13,DEWEESE,LIBERTARIAN,419.0
2018,13,SAGAN,DEMOCRAT,6471.0
2018,13,THORNBERRY,REPUBLICAN,17450.0
2020,13,JACKSON,REPUBLICAN,22451.0
2020,13,TRUJILLO,DEMOCRAT,9558.0
2020,13,WESTBROOK,LIBERTARIAN,809.0
2022,13,BROWN,DEMOCRAT,5611.0
2022,13,JACKSON,REPUBLICAN,16133.0
2024,13,JACKSON,REPUBLICAN,25611.0
