year,original_votes,interpolated_votes,diff
2016,14385.0,14385.0,0.0
2018,12840.0,12840.0,0.0
2020,16575.0,16575.0,0.0
2022,12057.0,12057.0,0.0
2024,16018.0,16018.0,0.0
