year,original_votes,interpolated_votes,diff
2016,2093.0,2093.0,0.0
2018,2003.0,2003.0,0.0
2020,2464.0,2464.0,0.0
2022,1877.0,1877.0,0.0
2024,2403.0,2403.0,0.0
