year,original_votes,interpolated_votes,diff
2016,12707.0,12707.0,0.0
2018,11330.0,11330.0,0.0
2020,14709.0,14709.0,0.0
2022,9432.0,9432.0,0.0
2024,16315.0,16315.0,0.0
