year,original_votes,interpolated_votes,diff
2016,26169.0,26165.0,4.0
2018,22534.0,22534.0,0.0
2020,29320.0,29320.0,0.0
2022,21282.0,21282.0,0.0
2024,24343.0,24343.0,0.0
