year,original_votes,interpolated_votes,diff
2016,83342.0,83311.0,31.0
2018,76879.0,76879.0,0.0
2020,99950.0,99950.0,0.0
2022,75685.0,75685.0,0.0
2024,80248.0,80248.0,0.0
