year,original_votes,interpolated_votes,diff
2016,3572.0,3572.0,0.0
2018,3445.0,3445.0,0.0
2020,4385.0,4385.0,0.0
2022,2992.0,2992.0,0.0
2024,3973.0,3973.0,0.0
