year,original_votes,interpolated_votes,diff
2016,1658.0,1658.0,0.0
2018,1596.0,1596.0,0.0
2020,2012.0,2012.0,0.0
2022,1415.0,1415.0,0.0
2024,1907.0,1907.0,0.0
