year,original_votes,interpolated_votes,diff
2016,13101.0,13101.0,0.0
2018,12446.0,12446.0,0.0
2020,15687.0,15687.0,0.0
2022,13269.0,13269.0,0.0
2024,16392.0,16392.0,0.0
