year,original_votes,interpolated_votes,diff
2016,1804.0,1804.0,0.0
2018,1688.0,1688.0,0.0
2020,2270.0,2270.0,0.0
2022,1690.0,1690.0,0.0
2024,2445.0,2445.0,0.0
