year,original_votes,interpolated_votes,diff
2016,1853.0,1853.0,0.0
2018,1448.0,1448.0,0.0
2020,2062.0,2062.0,0.0
2022,1295.0,1295.0,0.0
2024,1846.0,1846.0,0.0
