year,new_district_id,candidate,party,estimated_votes
2016,13,DeWeese,LIBERTARIAN,67.0
2016,13,Thornberry,REPUBLICAN,1258.0
2016,13,Tomlinson,OTHER,41.0
2018,13,DEWEESE,LIBERTARIAN,10.0
2018,13,SAGAN,DEMOCRAT,145.0
2018,13,THORNBERRY,REPUBLICAN,1000.0
2020,13,JACKSON,REPUBLICAN,1338.0
2020,13,TRUJILLO,DEMOCRAT,203.0
2020,13,WESTBROOK,LIBERTARIAN,17.0
2022,13,BROWN,DEMOCRAT,113.0
2022,13,JACKSON,REPUBLICAN,860.0
2024,13,JACKSON,REPUBLICAN,1209.0
