year,original_votes,interpolated_votes,diff
2016,71074.0,71074.0,0.0
2018,78355.0,78355.0,0.0
2020,107500.0,107500.0,0.0
2022,88585.0,88585.0,0.0
2024,122467.0,122467.0,0.0
