year,original_votes,interpolated_votes,diff
2016,5104.0,5104.0,0.0
2018,4745.0,4745.0,0.0
2020,6285.0,6285.0,0.0
2022,4574.0,4574.0,0.0
2024,6240.0,6240.0,0.0
