year,original_votes,interpolated_votes,diff
2016,7190.0,7190.0,0.0
2018,6344.0,6344.0,0.0
2020,8077.0,8077.0,0.0
2022,5604.0,5604.0,0.0
2024,7569.0,7569.0,0.0
