year,original_votes,interpolated_votes,diff
2016,14890.0,14890.0,0.0
2018,13920.0,13920.0,0.0
2020,18442.0,18442.0,0.0
2022,14178.0,14178.0,0.0
2024,18144.0,18144.0,0.0
