year,new_district_id,candidate,party,estimated_votes
2016,19,Arrington,REPUBLICAN,3242.0
2016,19,Bonar,LIBERTARIAN,222.0
2016,19,Lawson,OTHER,108.0
2018,19,ARRINGTON,REPUBLICAN,2810.0
2018,19,LEVARIO,DEMOCRAT,635.0
2020,19,ARRINGTON,REPUBLICAN,3580.0
2020,19,BURNES,LIBERTARIAN,70.0
2020,19,WATSON,DEMOCRAT,735.0
2022,19,ARRINGTON,REPUBLICAN,2653.0
2022,19,LEWIS,OTHER,339.0
2024,19,ARRINGTON,REPUBLICAN,3463.0
2024,19,JOHNSON,LIBERTARIAN,297.0
2024,19,LEWIS,OTHER,213.0
