year,original_votes,interpolated_votes,diff
2016,1365.0,1365.0,0.0
2018,1259.0,1259.0,0.0
2020,1503.0,1503.0,0.0
2022,1220.0,1220.0,0.0
2024,1320.0,1320.0,0.0
