year,original_votes,interpolated_votes,diff
2016,3043.0,3043.0,0.0
2018,2985.0,2985.0,0.0
2020,3553.0,3553.0,0.0
2022,2438.0,2438.0,0.0
2024,3298.0,3298.0,0.0
